x_pos_terminal,y_pos_terminal,month,day,hour,minute
8.100617493828151,8.849608334116569,1.0,24.0,14.0,19.0
24.354105970967986,40.97676921332114,1.0,7.0,11.0,53.0
34.876785890451686,40.499703003843464,1.0,22.0,11.0,6.0
39.236695348746316,12.126300907982763,1.0,25.0,8.0,19.0
42.28963053737705,45.62877712262006,1.0,11.0,10.0,12.0
43.49541546337528,46.07101667648121,1.0,24.0,19.0,53.0
22.64918196712196,43.01327808706351,1.0,7.0,6.0,23.0
21.604874216180033,34.881102143469626,1.0,9.0,13.0,36.0
43.791202242812815,46.51798683561867,1.0,19.0,18.0,53.0
20.507739233291385,38.097989049762376,1.0,7.0,9.0,53.0
20.988899288996304,34.68459104670637,1.0,23.0,7.0,50.0
38.76429881404521,10.59903617605186,1.0,22.0,9.0,4.0
23.155312011559342,39.366544508158285,1.0,22.0,15.0,50.0
35.155543253979154,39.12705751349142,1.0,23.0,14.0,55.0
8.422246725482278,10.93569046844465,1.0,21.0,11.0,22.0
20.87404490137771,39.29832384405146,1.0,25.0,13.0,6.0
7.448561898831031,44.47203685827965,1.0,9.0,14.0,52.0
18.178196770058904,35.9575337872805,1.0,6.0,9.0,13.0
36.7328757623185,41.04736556999788,1.0,21.0,14.0,54.0
18.11478755567063,6.9877838972480335,1.0,24.0,13.0,53.0
43.940564204481106,43.66992205154093,1.0,4.0,10.0,34.0
36.30737208433696,12.758405596370762,1.0,26.0,15.0,34.0
7.080785331433555,41.976735467882655,1.0,8.0,13.0,9.0
23.324439329042974,40.22057731827088,1.0,9.0,14.0,39.0
6.361097002758552,42.840691274050805,1.0,8.0,13.0,10.0
10.063064748949945,8.111544867335255,1.0,9.0,13.0,52.0
44.08277587566011,46.135111305286294,1.0,22.0,8.0,48.0
21.45214826493234,42.00264211726902,1.0,10.0,10.0,23.0
35.69152779293855,41.91643676870242,1.0,11.0,11.0,11.0
21.18890523319739,37.6673320322134,1.0,19.0,10.0,7.0
20.30825492549941,5.65531397223956,1.0,12.0,13.0,6.0
15.102247032626016,43.58626973803143,1.0,11.0,15.0,7.0
20.66852070488125,6.870805456314592,1.0,11.0,13.0,21.0
34.201422951126546,40.2549295439905,1.0,24.0,10.0,41.0
10.506562585786542,44.82936920880189,1.0,19.0,10.0,36.0
15.466840184644917,34.42741101991213,1.0,12.0,13.0,53.0
